Date,Open,High,Low,Close,Volume,growth,sma_5,sma_14,volatility,rsi,atr_rel,cmf,day,month,day_of_week
2000-01-03,22.359,22.982,22.071,22.934,10607985,2.5717,0.3486,0.688,0.013591947553058337,53.88349159529049,0.028429110356766027,0.1357842478399226,3,1,0
2000-01-04,23.307,24.47,23.258,24.421,20205270,4.7797,1.6435,0.7371,0.022818607408349272,57.38227732468492,0.029283672190757764,0.23121365136937905,4,1,1
2000-01-05,24.662,25.429,24.278,25.333,25325629,2.7208,2.2741,1.0867,0.02311468867625331,53.31997941677417,0.029458400565655296,0.2931857568875555,5,1,2
2000-01-06,25.333,25.429,24.326,24.422,10072460,-3.5961,1.3813,0.9245,0.028131965136526927,43.21223692292221,0.031600622389317275,0.2992442540449448,6,1,3
2000-01-07,24.566,24.662,23.654,23.942,8666012,-2.5401,0.7872,0.6312,0.02960284306889659,45.08632210933508,0.032938993042396454,0.2326148484743288,7,1,4
2000-01-10,26.869,27.588,26.101,27.54,43288514,2.4973,0.7723,0.6828,0.051628434824121605,53.04660918340931,0.03604660708702596,0.4013924123480584,10,1,0
2000-01-11,27.301,28.212,27.061,27.876,25593039,2.1061,0.2376,0.8645,0.049748621251927326,52.411205918219174,0.0360176861542367,0.39849731324699317,11,1,1
2000-01-12,27.54,27.588,25.573,25.861,16556053,-6.0966,-1.5259,0.2067,0.058304724578201225,41.25308808338534,0.04241184257061524,0.3058770516608926,12,1,2
2000-01-13,26.437,26.869,25.957,26.773,11156515,1.2709,-0.5525,0.2667,0.058538244696264556,51.28488099791358,0.040730172159966195,0.3820204483330238,13,1,3
2000-01-14,26.725,26.869,25.669,25.717,10381570,-3.7717,-0.7988,-0.0633,0.061343326461877144,45.551447769018985,0.04270686896967563,0.3572534576326046,14,1,4
2000-01-18,25.909,26.725,25.381,26.533,10139808,2.4084,-0.8166,0.2298,0.06153210861778266,52.55251531371428,0.042054915821297806,0.33271286834175695,18,1,1
2000-01-19,26.341,26.821,26.149,26.629,8367188,1.0934,-1.0191,0.3387,0.05917747733143507,51.0484206340248,0.04071275692806563,0.3174606172995152,19,1,2
2000-01-20,26.916,27.205,25.715,25.811,9206350,-4.1054,-0.6209,-0.0165,0.059499022194366105,45.503577653955844,0.043126186662073684,0.3152871893072683,20,1,3
2000-01-21,25.765,25.813,25.093,25.141,10579178,-2.4219,-1.3594,-0.2202,0.05884291953438606,47.492522723418496,0.043158557311483776,0.25196595218359025,21,1,4
2000-01-24,25.521,26.101,25.038,25.134,10585454,-1.5164,-0.9084,-0.5123,0.058325305082345104,48.579575113131334,0.04310791517973426,0.21435060311418838,24,1,0
2000-01-25,29.172,29.172,28.02,28.74,38079159,-1.4809,-1.6862,-0.9594,0.05680727073528144,48.62448170747434,0.045042167267264975,0.22690162196392835,25,1,1
2000-01-26,28.74,28.74,27.924,28.02,13114880,-2.5052,-2.406,-1.3327,0.05746447701949414,47.339832137777165,0.04497974542264591,0.20033252532967283,26,1,2
2000-01-27,28.308,28.884,28.116,28.452,12581719,0.5087,-1.4831,-1.0395,0.05100657694714583,51.40784398206901,0.04330180672122722,0.19504783281631607,27,1,3
2000-01-28,28.26,28.788,27.972,28.26,9601694,0.0,-0.9988,-0.8581,0.05041960461169032,50.69598960925867,0.04254448251648125,0.18522132834519506,28,1,4
2000-01-31,27.684,27.972,27.492,27.876,10063218,0.6935,-0.5568,-0.9869,0.04840722253620596,51.6783546341128,0.04201769055538016,0.19672659976416837,31,1,0
2000-02-01,27.636,27.972,27.588,27.684,9275136,0.1737,-0.2259,-1.125,0.047878178870207955,50.86037091103028,0.04027779543878647,0.15240508852434986,1,2,1
2000-02-02,27.588,29.172,27.492,28.788,12058198,4.3497,1.1451,-0.3788,0.04912517895000729,56.77922258148677,0.040134918210106736,0.11701202142797819,2,2,2
2000-02-03,28.884,29.556,28.836,29.076,13939077,0.6647,1.1763,-0.4221,0.047180694405949644,50.947580849728254,0.03878567579207001,0.03377102418938576,3,2,3
2000-02-04,29.172,29.364,28.404,29.316,8025378,0.4936,1.275,-0.1174,0.045299564984307206,50.68726688416067,0.03805947025830108,0.08736991048783233,4,2,4
2000-02-07,29.172,29.508,28.836,29.124,7891866,-0.1645,1.1034,-0.3012,0.04558379237285362,49.63674818368264,0.03722204708733251,0.09650718770734831,7,2,0
2000-02-08,28.884,29.124,28.404,28.884,7404676,0.0,1.0687,-0.3793,0.01814608701133357,49.916170530937926,0.03663104064491744,-0.03924510489313909,8,2,1
2000-02-09,28.644,29.172,28.5,28.884,7901501,0.8379,0.3663,-0.0262,0.015741269433936698,51.39540055435973,0.03567635743427241,-0.08236855074410915,9,2,2
2000-02-10,28.308,29.076,28.308,28.308,7270243,0.0,0.2334,0.1468,0.016638009417178776,49.811059600452865,0.03573998971948822,-0.06572565401461143,10,2,3
2000-02-11,28.452,29.652,28.26,29.22,9283717,2.6993,0.6745,0.4479,0.019270007989466,54.660027342073484,0.03555407054055574,-0.0896878056744743,11,2,4
2000-02-14,28.404,28.692,28.116,28.356,6634047,-0.169,0.6736,0.5416,0.02144283470020697,49.21842183839495,0.0368014056877242,-0.053160004139460655,14,2,0
2000-02-15,28.068,28.548,27.157,28.26,8970042,0.6841,0.8105,0.7694,0.02131413126714344,50.78766846163592,0.037804642037848536,-0.06243975521661695,15,2,1
2000-02-16,28.068,28.596,28.068,28.356,5721808,1.0261,0.8481,0.8064,0.016965821828657378,51.435577569285876,0.03631549229154019,-0.07724790226811919,16,2,2
2000-02-17,28.164,28.308,27.828,28.068,6070920,-0.3409,0.7799,0.782,0.016646812036099724,48.67696489700439,0.03541121381859841,-0.041080713783785014,17,2,3
2000-02-18,27.924,27.924,27.109,27.301,8188338,-2.2311,-0.2062,0.5731,0.017674654762913748,45.07694033666114,0.036314696329766735,-0.01879111914492063,18,2,4
2000-02-22,27.109,27.205,25.045,25.621,14181622,-5.489,-1.2702,0.1686,0.02509283093917593,39.63586226855294,0.042221385968225,-0.008974172889549154,22,2,1
2000-02-23,25.717,26.581,25.045,26.149,10725208,1.6798,-1.071,-0.0221,0.027217575012940667,53.061937685579174,0.04260967010099977,-0.035829133378570015,23,2,2
2000-02-24,26.101,26.149,24.902,25.381,10663731,-2.7585,-1.8279,-0.2666,0.027636252098691545,46.20934707933993,0.04427272207310181,0.0042337881010324225,24,2,3
2000-02-25,25.237,25.381,24.23,24.758,10751132,-1.898,-2.1394,-0.4374,0.02781239334156157,47.62169604612058,0.045465585340917686,0.007987953395961197,25,2,4
2000-02-28,24.806,25.285,24.566,25.237,10119232,1.7375,-1.3456,-0.3016,0.025758560384975007,53.211220666866424,0.04345173612529144,0.07057883091483602,28,2,0
2000-02-29,25.228,26.101,25.034,26.004,6983018,3.0759,0.3673,-0.0819,0.028605964071816828,55.11044054652608,0.04208882435592804,0.06999025476027566,29,2,1
2000-03-01,25.957,26.677,25.477,26.581,9287106,2.404,0.5122,0.03,0.030201983368153537,53.92700867938751,0.0414587520924457,0.13830376333957559,1,3,2
2000-03-02,26.437,26.581,25.957,26.485,8458767,0.1816,1.1002,0.043,0.03003747467752417,50.095167661050084,0.04031984724992822,0.13722799115216222,2,3,3
2000-03-03,28.02,28.02,26.865,27.731,18574209,-1.0314,1.2735,-0.2235,0.034287751469186854,48.086768638795554,0.03971142405710611,0.20980514399267697,3,3,4
2000-03-06,27.54,28.212,27.301,27.636,9295187,0.3486,0.9957,-0.1865,0.033039832687246466,50.51734958574587,0.039356242134635275,0.15584897350087185,6,3,0
2000-03-07,27.924,27.924,27.205,27.684,9671903,-0.8595,0.2087,-0.2968,0.024058220692128006,48.38173938936634,0.038336838192318784,0.17768540825118234,7,3,1
2000-03-08,27.54,27.588,26.773,27.013,7939922,-1.9136,-0.6549,-0.5068,0.02558031264747017,46.533284939803536,0.038891648388104126,0.14647362366430777,8,3,2
2000-03-09,27.152,27.828,26.765,27.828,7125658,2.4897,-0.1932,-0.3046,0.023903921171155265,54.3750037040722,0.037784506028876716,0.17934071914403987,9,3,3
2000-03-10,27.253,27.444,26.629,26.869,8932393,-1.409,-0.2688,-0.2459,0.025674155080608548,47.70376280333295,0.03952530010429054,0.19693636151575203,10,3,4
2000-03-13,25.978,27.253,25.88,27.204,6481518,4.7194,0.6054,0.4833,0.025440613668055317,56.69736402973666,0.039855138820258505,0.21343925444670678,13,3,0
2000-03-14,26.677,26.677,25.957,26.101,7176322,-2.1592,0.3455,0.2091,0.028291614609962,46.939787997794866,0.041984843366871714,0.19554643870531208,14,3,1
2000-03-15,26.148,26.821,25.859,26.821,8482372,2.5738,1.2429,0.59,0.02878246674972163,52.94104820539088,0.04050132134559631,0.21352022796314607,15,3,2
2000-03-16,26.869,27.253,25.909,27.109,10672322,0.8932,0.9236,0.7894,0.028888113330574117,50.74627241317753,0.04075008620630235,0.24939421387622512,16,3,3
2000-03-17,26.813,28.356,26.668,28.356,11161040,5.7547,2.3564,1.0763,0.028721579270209283,56.379747924395495,0.04042738027367969,0.3001539140063846,17,3,4
2000-03-20,29.028,30.323,28.932,30.179,21081249,3.9651,2.2055,1.1398,0.034269568227030964,53.93422297775171,0.03992763259107799,0.3828289673017583,20,3,0
2000-03-21,30.323,30.755,29.652,29.987,17031504,-1.1081,2.4157,0.889,0.034550573142689216,47.62732438665355,0.03994037490426769,0.377326422109244,21,3,1
2000-03-22,30.659,31.811,30.515,30.947,17499546,0.9394,2.0889,0.9431,0.03320768652972321,50.160424566761705,0.040146970833326974,0.3171501964821938,22,3,2
2000-03-23,30.611,32.194,30.563,31.811,10451923,3.9202,2.6943,1.2968,0.03309661306444133,53.67337390638355,0.039929063133881386,0.3543629675919579,23,3,3
2000-03-24,31.859,32.051,31.523,31.811,8419048,-0.1507,1.5132,1.2611,0.028996876607916736,48.63186269752453,0.03826256091912212,0.3659021998641244,24,3,4
2000-03-27,31.859,32.386,31.043,31.283,7408446,-1.808,0.3586,1.1934,0.03089898107474742,46.70836408439405,0.039195670469530514,0.30680334441614965,27,3,0
